split,index,n,fs_hz,phase_deg,voltage_ratio_scale,edge_time_s,load_proxy,target_mode,reciprocity,min_real_y_eig,kcl
train,264,8,29036.540062243483,30.087134899786243,0.9376330002389499,5.609219770540358e-08,0.12487061345338644,residual,8.881784197001252e-16,4.7194285038190433e-07,3.049181871436341e-11
train,265,4,18764.237318172836,28.125212645528958,0.9889991762216039,1.430975540179331e-07,0.19301852807772193,residual,2.288783399261119e-15,1.566292714711154e-06,2.033691978340166e-12
train,266,4,19726.692125434423,31.35916611835139,1.0100655378367913,1.4788836584380144e-07,0.20462109998548375,residual,2.7465400791133427e-15,1.1522118930749832e-06,4.547473508864641e-12
train,267,6,28223.030783897484,29.600170576608807,1.0493995352762702,1.4094702297052426e-07,0.14191596823687538,residual,1.1957467920563633e-15,7.297565332450222e-07,5.823607568738997e-12
train,268,6,27770.533887086087,27.096907150102815,1.0355700867425546,1.280746552915803e-07,0.1324596948748262,residual,8.95090418262362e-16,4.765143280018673e-07,1.0951766470309208e-11
train,269,8,26872.867229242947,27.869595212354483,0.9613271314271632,1.8894503401831435e-07,0.13003383284397074,residual,1.3334236103573e-15,5.712697137065744e-07,1.828061726177273e-11
train,270,4,19894.82724451628,17.327196066207623,1.0285981997482398,1.674515125558061e-07,0.12493994740398004,residual,3.1401849173675502e-15,1.5796494940424176e-06,7.332580706405269e-12
train,271,6,19706.659428327283,25.203971712055907,1.0993626878121927,5.426138477832493e-08,0.18659898104069617,residual,2.2315206618374916e-15,1.2247299347339465e-06,1.4580309236299762e-11
train,272,4,21473.127887174654,19.95393570471696,0.971744159779358,8.568894909937743e-08,0.12390324623353571,residual,8.005932084973443e-16,1.5090420360262014e-06,7.42454261274165e-12
train,273,4,15926.430041989714,9.549277194435891,0.9830593326996448,8.592584315055174e-08,0.08613568833506195,residual,2.6645352591003757e-15,1.623141369425333e-06,2.1827872842550278e-11
train,274,4,26183.07736981097,13.725665404402907,0.9396875271295719,1.5104405522331944e-07,0.07022211222404381,residual,1.1102230246251565e-15,9.201590656539243e-07,7.473126256420435e-12
train,275,4,29534.138813477206,22.761561471091035,1.0995641675757517,1.5691235560263876e-07,0.1142377209139244,residual,4.965068306494546e-16,6.367563553019299e-07,3.6662903532026344e-12
train,276,4,29877.81828349895,22.22090920348596,0.9531559520087088,1.9973634513627902e-07,0.0958912203262226,residual,2.223219874253422e-15,5.351120071354088e-07,1.1249828164048252e-11
train,277,4,15781.90362465761,27.353311578643115,0.9160502959924858,8.570932007667171e-08,0.20778286056414105,residual,2.701289205785704e-15,1.6698299654598326e-06,1.46157241760995e-11
train,278,6,21333.131992212573,30.11252501918421,1.0294288284082969,1.4873968188112507e-07,0.18672682472110777,residual,2.701289205785704e-15,1.1302913662651163e-06,1.0645362554641566e-11
train,279,4,16586.604805326973,10.725189477340095,1.0872256210658369,1.9621378868633503e-07,0.1020262630272202,residual,5.566705740848049e-16,2.0869513848583386e-06,6.431098710768743e-12
train,280,8,18603.825438797026,30.329224993946323,0.938274311424926,7.613616798947259e-08,0.19628105321744246,residual,8.908848018021073e-16,1.711875461786408e-06,1.4665161412810538e-11
train,281,4,23066.990339489803,14.461930389466259,0.9103752788846875,1.1919028831442066e-07,0.08100394395840885,residual,2.3914935841127266e-15,8.563807897176772e-07,5.532240293449122e-12
train,282,8,18974.948020834006,33.169116708144486,1.0252817763322621,1.9246499924723414e-07,0.22561421026808626,residual,1.3381095131927032e-15,1.2030081238771624e-06,1.3116919128020489e-11
train,283,8,15892.385650332946,15.862933967921732,0.9084141205768335,1.565794029560034e-07,0.1275961153805839,residual,6.76416532196092e-15,2.006456246988507e-06,2.9160618472599524e-11
train,284,8,16065.486568627512,33.248976194735455,1.017961922646867,1.2574463321400116e-07,0.2650632726421424,residual,2.5121479338940403e-15,2.057490207923064e-06,3.531838563312267e-11
train,285,6,21803.32327685483,30.50742815387988,0.9548452123802373,8.166718233606891e-08,0.17123320300363576,residual,1.4043333874306805e-15,1.061237864085008e-06,2.2167475784238112e-11
train,286,4,18622.961842623332,28.374762231846866,0.9723209995286474,1.5689554932874692e-07,0.1925826360457905,residual,1.4043333874306805e-15,1.611538546940612e-06,1.4999770885397668e-11
train,287,8,17092.23116825673,11.11008567322863,1.0826894382491399,1.1808028953637567e-07,0.10190107243042403,residual,3.66205343881779e-15,2.113778618190622e-06,3.918223088210291e-11
train,288,8,16182.141597124491,5.883677326362451,0.9260112056042633,1.9553153151318695e-07,0.05025983603672961,residual,1.831026719408895e-15,1.7187777949393315e-06,2.961100216652941e-11
train,289,8,20728.704679862272,7.096594530944976,0.9443280438205084,1.3501793805283322e-07,0.04792440739016687,residual,1.5664082319591336e-15,7.633591008129458e-07,1.4665161412810538e-11
train,290,6,18018.96313901784,27.931200353785236,1.0774096986312895,7.777171759393169e-08,0.217737529375055,residual,8.881784197001252e-16,1.6442238593025228e-06,2.1997742119215807e-11
train,291,8,26305.90185021576,19.009567173697654,0.9389413308006934,1.205025436512568e-07,0.09365048841542548,residual,1.3732700395566713e-15,1.0085881173464398e-06,7.30786208804975e-12
train,292,8,16823.526541173404,29.138829938330932,0.9125921505838803,1.9381492942318894e-07,0.2044380646163712,residual,1.7763568394002505e-15,1.8560393741404182e-06,1.7659192816561335e-11
train,293,8,23203.400153844494,18.69570019666312,0.9267243631989814,1.5758365151086645e-07,0.10326166403791993,residual,3.972054645195637e-15,9.639167516080848e-07,5.532240293449122e-12
train,294,4,28753.282730170387,16.230862336492354,0.9839162889686699,1.2853721326171138e-07,0.07798244744677377,residual,1.1801832636420706e-15,7.045246036534408e-07,3.7240032166117086e-12
train,295,8,16921.728437568825,26.523917387083348,0.9910283148014513,1.7376677589730872e-07,0.20439591080427177,residual,2.23445312947698e-15,1.3749626102342676e-06,1.7160311712462508e-11
train,296,8,17738.74560370223,7.582122904681626,1.0409860810470497,5.4809401684754494e-08,0.06577299524720683,residual,6.2803698347351005e-15,1.20908337356958e-06,1.626953582672133e-11
train,297,4,22745.761265755973,22.470940446258062,1.0857409131810147,6.786769586931588e-08,0.14486389059109137,residual,2.673771110915334e-15,1.0111649831295265e-06,6.68726041560728e-12
train,298,8,29837.39838841988,26.26210737406351,1.0489404082754628,1.4970960083721251e-07,0.12168942761181886,residual,9.155133597044475e-16,4.653182990078436e-07,1.4580309236299762e-11
train,299,8,29563.388378439093,25.790823371546757,0.9603708502751667,8.148278013191968e-08,0.11076758200011455,residual,1.6711069443220837e-15,6.899851607919932e-07,1.4999770885397668e-11
train,300,4,27882.583416237918,10.828174409972574,0.9196867509580623,5.92358918741961e-08,0.05180154193711494,residual,2.288783399261119e-15,8.643864197142061e-07,1.1064480586898244e-11
train,301,6,15337.373851867098,9.067194509050314,1.0715777435910905,1.821210490324131e-07,0.0928375184259243,residual,3.468447607305094e-15,2.5702525416989706e-06,2.4404303740081994e-11
train,302,4,25856.210895970355,30.090526579503123,0.9176703496936026,8.404027383521487e-08,0.1372565801213161,residual,2.8435583831733384e-15,1.4252961701583996e-06,7.28394683375943e-12
train,303,6,19705.198376329747,21.711952531969597,0.9163246125699047,8.304099275800237e-08,0.13701497392362819,residual,2.808666774861361e-15,1.6363354684352972e-06,8.134767913360665e-12
train,304,4,27395.023454203678,18.729832488893106,0.9160706028859497,6.301993206187402e-08,0.08659597161503113,residual,9.930136612989092e-16,5.307569043876295e-07,2.1450389640578135e-12
train,305,8,16376.265622403436,14.90164375896058,1.0188255472722902,6.753111688058716e-08,0.13122433111995357,residual,8.881784197001252e-16,1.372503076118457e-06,3.1082904553177403e-11
train,306,8,27771.360596381,33.38057555143737,1.0851700831411843,9.500927192580602e-08,0.1639602133056171,residual,5.551115123125783e-16,4.672269555604828e-07,1.1504299109832135e-11
train,307,6,24498.416233774657,8.349547115716398,0.9426396384167424,1.6030533600082634e-07,0.047278974867033245,residual,1.1102230246251565e-15,8.638868840769974e-07,1.0913936421275139e-11
train,308,4,22324.141921937295,14.582645569196888,0.9337897197269523,5.14168669624506e-08,0.08650559422936671,residual,8.95090418262362e-16,8.765268208801092e-07,3.749942721349417e-12
train,309,8,21821.765231180707,13.755823882003426,0.9576240495115064,5.710379635776419e-08,0.08603807817705252,residual,1.8971499361070192e-15,9.426002142067443e-07,8.580155856231254e-12
train,310,8,15575.799631285347,20.206156858768736,1.0015997340689125,1.4359106370839755e-07,0.17800823736524193,residual,1.332556718764733e-15,2.042331153712371e-06,1.5245909357181706e-11
train,311,4,26950.532006645702,9.082749947563588,1.0516505263879292,1.4144393148920641e-07,0.0519349651637003,residual,1.350644602892852e-15,8.169018020962023e-07,7.275957614183426e-12
train,312,8,23513.97390297705,26.591544743893394,0.9665263219529506,5.81577535620856e-08,0.14375832594837726,residual,1.7763568394002505e-15,9.727663486105313e-07,1.4665161412810538e-11
train,313,4,18480.882329840828,22.374470814653503,0.9909485798569497,1.1979382889589595e-07,0.1621288256166732,residual,2.482534153247273e-15,1.4551821965179063e-06,4.1740258326821776e-12
train,314,6,25220.999461570766,16.996920070740593,1.029492934634384,1.8406793867611207e-07,0.09695709819731989,residual,2.223219874253422e-15,8.585814539697e-07,1.5351091221737784e-11
train,315,6,18522.296913726408,13.978994267354118,1.0399252774227994,7.42973844546833e-08,0.11171172274303037,residual,3.552713678800501e-15,1.252180512354134e-06,8.134767913360665e-12
train,316,6,19164.51249122671,9.864517367614459,0.9367550621895453,1.3724868283567553e-07,0.07033176248480906,residual,6.662783593823665e-16,1.046097332194885e-06,1.0289757937229989e-11
train,317,8,24767.40011530918,5.156084220863161,1.0542553514201518,1.324020310489964e-07,0.032899432751310555,residual,9.155133597044475e-16,8.449567265320248e-07,1.0289757937229989e-11
train,318,6,20545.18125178043,21.105714074899282,1.044693234378238,7.991109191842367e-08,0.14619739158010256,residual,1.1133411481696098e-15,1.095223437955134e-06,1.7405599654925608e-11
train,319,4,20854.866375384525,8.443577654197721,0.9851190961992738,1.517759847436063e-07,0.05866340917386582,residual,2.3914935841127266e-15,1.2106186554395757e-06,3.6662903532026344e-12
train,320,6,16966.792838137666,24.77135161007223,1.0349273236222025,1.2696974274072692e-07,0.20108707862755987,residual,2.010699415441723e-15,1.6157802550774562e-06,9.663381206337363e-12
train,321,8,23204.35791196573,27.28568623087688,1.0497780865448036,6.740412550821663e-08,0.16161998497301358,residual,4.440892098500626e-16,9.212070177524281e-07,3.0233004760875085e-11
train,322,4,23568.826142152233,26.735707671922167,0.9551611744141532,5.7479875091323194e-08,0.14237176377994323,residual,4.965068306494546e-16,5.590052473631215e-07,1.0923406216047001e-11
train,323,8,25170.012507568754,32.7266852653468,0.9037741250930394,9.235979651646115e-08,0.14837305628807818,residual,3.179194921382489e-15,7.906215179305809e-07,1.1249828164048252e-11
train,324,8,17482.58811851194,24.649758316221764,1.0994089154950453,1.1679403007190559e-07,0.20645747727107389,residual,1.2560739669470201e-15,1.953400821204663e-06,1.4555911482528855e-11
train,325,4,29908.839902738517,23.581784006946048,0.9810068862659546,1.8747712563117391e-07,0.10372631812865024,residual,4.454424009010536e-16,5.317460240923018e-07,3.8853630691471754e-12
train,326,8,15456.84939919902,15.608679959327318,1.0066918292558016,1.8013524323393856e-07,0.14327589035984697,residual,3.76822190084106e-15,1.2147454972171453e-06,3.4320623424925015e-11
train,327,4,22103.19845122133,26.3530486278474,0.935694579544846,1.7485959575326312e-07,0.1469556508652191,residual,2.482534153247273e-15,5.550179997761776e-07,7.622954678590853e-12
train,328,4,17962.94136393759,24.494172784499245,1.0084395763542597,1.6368907182986462e-07,0.18333034806812012,residual,8.005932084973443e-16,2.182632583777449e-06,7.402750541632352e-12
train,329,8,22291.785414634647,11.268796816183782,0.9554530168242248,7.115254477459218e-08,0.0698698680360897,residual,5.773159728050814e-15,9.12644770391082e-07,1.5541452276588702e-11
train,330,8,27688.6064803273,23.444008076806004,1.0400772347748848,1.0807743368178024e-07,0.11820028866472389,residual,9.155133597044475e-16,8.816841169592979e-07,1.4805501083264704e-11
train,331,4,18625.039836869306,22.331609099010212,0.9827309286015911,6.487549038139846e-08,0.15927754594809873,residual,1.2560739669470201e-15,1.010281183007791e-06,4.382845083046331e-12
train,332,6,23749.172255419457,34.08166992083091,0.929035907279326,1.3392943113963538e-07,0.16678893217264207,residual,9.930136612989092e-16,1.1412849271512185e-06,1.4206761399521665e-11
train,333,4,22383.55096099057,11.154961328210552,1.0157304847964792,1.335762595138052e-07,0.07327542805022154,residual,1.790180836524724e-15,1.3018897621672574e-06,4.414798204140334e-12
train,334,4,15697.417158957101,16.66285544870517,0.9505228893241695,1.6139822804131483e-07,0.1412931978512996,residual,3.5596458096434965e-15,1.6128831547307598e-06,3.749942721349417e-12
train,335,8,25791.901225277823,30.32031567844113,0.9416518417838033,7.734707208167452e-08,0.14205485117033237,residual,1.9860273225978185e-15,4.5035991211956544e-07,7.499885442698834e-12
train,336,4,22783.787961675203,21.75452051153279,0.9314346882715067,9.908811537280105e-08,0.12065902031028411,residual,4.446439748506844e-15,8.219668459236646e-07,8.238962860556711e-12
train,337,8,24218.50577233077,15.164791746159912,0.9302380289928796,1.4119698910456304e-07,0.08231626679014353,residual,1.8971499361070192e-15,7.469776671386356e-07,7.290154618149881e-12
train,338,8,25687.60618063692,17.82730358283609,1.0287937402910048,5.603742321563581e-08,0.09927058144956562,residual,1.790180836524724e-15,8.388732184866831e-07,1.846632631372536e-11
train,339,4,26272.906093751004,16.817509730628615,0.9500050724406913,1.9193645943900177e-07,0.0850757024671348,residual,1.790180836524724e-15,9.297978100275457e-07,4.547473508864641e-12
train,340,4,22625.5231723723,32.49312536285521,1.015756538723494,1.9140184865116445e-07,0.18447912621534004,residual,4.440892098500626e-16,1.3172750785874632e-06,2.9118037843694986e-12
train,341,4,24939.638951009685,14.946287901940224,1.0018169076059265,1.4307276630342986e-07,0.08495898666627724,residual,3.3306690738754696e-16,8.692720845846896e-07,4.067383956680332e-12
train,342,6,19446.175522215824,18.429308169360453,0.9777749119885252,1.754516667944369e-07,0.1283597298181103,residual,4.528839093602941e-15,1.5093245200990668e-06,1.1647215137477994e-11
train,343,8,26003.12621044416,24.12002243550188,1.0748306550580469,1.8766365439829723e-07,0.1332401188901487,residual,2.318213734067276e-15,8.864962776586213e-07,1.8189894035458565e-11
train,344,8,26857.063707347614,18.393338967880325,1.0618105015643944,1.9383831072599366e-07,0.10075365453177254,residual,1.9991722838696e-15,6.107062699886064e-07,2.919251318545145e-11
train,345,6,25317.026389953695,22.79907889005726,1.0317280411213134,1.1650202010980876e-07,0.1252210718267839,residual,2.886579864025407e-15,8.122976844685425e-07,1.8353383509379028e-11
train,346,4,28704.311152488386,20.660130058358916,0.9278632570287212,7.914457619741983e-08,0.09123192667836784,residual,1.734223803652547e-15,6.855046420764614e-07,2.00441385476599e-12
train,347,6,27654.243912371923,7.655163791702616,1.0016269257979689,1.8923962429089375e-07,0.040968442509740244,residual,4.440892098500626e-16,6.089629081282489e-07,1.1064480586898244e-11
train,348,4,15504.167580745054,10.890476209113043,1.0781081199094682,9.045148198048036e-08,0.10979467798155051,residual,9.155133597044475e-16,1.9773694211302146e-06,1.8212617209884032e-11
train,349,6,18663.97613580759,12.021674957740728,0.9360911812558468,1.4725331450898644e-07,0.08683297889490647,residual,1.6011864169946886e-15,7.420115069228358e-07,1.4665161412810538e-11
train,350,8,28795.923639849167,10.696569475662427,1.0033878952359359,1.0744684034194847e-07,0.05410041638317631,residual,1.1102230246251565e-15,4.3458260314599786e-07,7.622954678590853e-12
train,351,8,15845.487612666846,5.265125647507151,0.9648605579957771,1.3944591673774532e-07,0.04802858214252712,residual,5.420799638382024e-15,1.848912482481803e-06,2.212896117379649e-11
train,352,6,21872.367040519985,34.229781023962936,1.0009633124653259,5.354725391512537e-08,0.1957707437691827,residual,8.881784197001252e-16,1.0241508675859347e-06,6.5584595640102444e-12
train,353,4,25456.68620264879,27.669170327569155,1.0445007663430914,9.272451696472157e-08,0.14826659950136217,residual,1.831026719408895e-15,4.772686668261398e-07,3.749942721349417e-12
train,354,6,19623.70020466055,5.873932829164788,0.970087846831065,5.741448707823924e-08,0.04334863428274671,residual,3.580361673049448e-15,1.6179567179605007e-06,8.134767913360665e-12
train,355,8,29395.633976542507,15.795665089149477,1.080961728743046,1.783690995120999e-07,0.08177160292841848,residual,6.66169953867201e-16,6.169066419123631e-07,7.731540852509763e-12
train,356,8,23776.27996409589,5.041069617597531,0.9402279921241042,1.6529541224184158e-07,0.02990202291141416,residual,8.95090418262362e-16,8.009828882407893e-07,2.212896117379649e-11
train,357,6,21904.945090639576,28.803896424292134,1.0657440148327717,5.7933830609129894e-08,0.18165822332567955,residual,1.6011864169946886e-15,9.43289971640141e-07,1.3116919128020489e-11
train,358,6,28853.88534082508,31.124201547616728,0.9879127636300575,1.638012244335676e-07,0.13601572053127053,residual,2.7465400791133427e-15,4.888678389964557e-07,7.332580706405269e-12
train,359,8,22764.70380931261,12.45503586903334,0.9176592261388422,6.403439422826405e-08,0.07211876511871898,residual,2.808666774861361e-15,8.324645529446481e-07,1.4999770885397668e-11
train,360,4,26235.9204656244,23.982321690710112,0.9942995641694604,1.6485349641462909e-07,0.12157337336355406,residual,4.449557262054371e-16,8.041860222962383e-07,2.033691978340166e-12
train,361,4,15168.564488471351,14.492760349444085,1.0501922480707364,8.976317859516561e-08,0.14237866658379275,residual,2.701289205785704e-15,2.3537752823813873e-06,8.134767913360665e-12
train,362,6,25257.28635710624,25.465691268977572,1.065444498651581,1.6585837402275595e-07,0.142323631181036,residual,4.518280359883027e-16,7.690124667386913e-07,1.0951766470309208e-11
train,363,6,19522.84665175971,31.158441101305357,0.9585506923577098,1.0249922686922552e-07,0.1952200242711189,residual,8.005932084973443e-16,1.4177897684706305e-06,7.332580706405269e-12
train,364,8,26595.13665135912,16.748616989550023,0.9462679061831507,1.1261680032249613e-07,0.08340655698031153,residual,2.2315206618374916e-15,4.891951546833074e-07,2.2499656328096503e-11
train,365,4,18229.184311622364,31.472270453977575,0.9286043478107795,1.754718870918776e-07,0.20415103343376065,residual,9.930136612989092e-16,1.5441009014634032e-06,1.2862197421537486e-12
train,366,8,24488.1626016032,12.802660710152757,0.9340645731498052,1.405158329438303e-07,0.07000076520827062,residual,3.1401849173675502e-15,7.884580467059518e-07,1.4999770885397668e-11
train,367,8,23087.82195836828,26.89072960402666,0.9748861704287528,7.621714766959603e-08,0.14904846462344754,residual,8.881784197001252e-16,8.783242972212817e-07,2.300859821966427e-11
train,368,8,20445.550648095083,8.236123242812,0.9369553082815723,9.826548216210816e-08,0.05558111102178115,residual,2.808666774861361e-15,1.293985736380503e-06,2.9999541770795335e-11
train,369,8,19851.530293936743,6.988315951470116,0.917564082694548,1.6521753931718796e-07,0.047911842076047054,residual,2.3603665272841412e-15,1.6445313028696273e-06,1.626953582672133e-11
train,370,4,25778.87668882538,7.0679099292358405,1.0315141493876832,5.550449400013942e-08,0.04193052367075546,residual,8.881784197001252e-16,6.686214811377146e-07,7.332580706405269e-12
train,371,8,21400.492636269853,27.451658630539434,1.0233150090799628,1.6230245662845533e-07,0.1716778010099358,residual,6.661338147750939e-16,6.884653544775944e-07,1.5245909357181706e-11
train,372,6,20315.864537178153,7.888799312475072,1.0998618764909551,1.7604622907254241e-07,0.06301956073870493,residual,2.701289205785704e-15,1.105833865731626e-06,7.770726138294351e-12
train,373,6,27295.426270862437,34.36560281355237,1.0474034984639844,1.9421990501891732e-07,0.1646510698671671,residual,1.7798229048217483e-15,4.845120944919813e-07,1.5541452276588702e-11
train,374,8,26928.40207392197,17.04575969654582,1.094597333766393,1.8793524041898389e-07,0.09680066020639794,residual,1.336885555457667e-15,7.963629425653536e-07,9.094947017729282e-12
train,375,4,21959.00049962655,12.637015967307946,0.939765679600512,1.5120339272741204e-07,0.07760030813169638,residual,1.350644602892852e-15,9.525494665411904e-07,3.8114773392954265e-12
train,376,4,29131.938412741536,30.07426357364821,0.9604169485516868,1.4335518380424077e-07,0.1274424505271917,residual,2.701289205785704e-15,6.814706441603113e-07,3.749942721349417e-12
train,377,6,26449.750652396,9.728379258916213,0.9107704066292631,1.2124078433990077e-07,0.048901545019785185,residual,1.350644602892852e-15,7.305224327712844e-07,7.499885442698834e-12
train,378,4,23161.950268596058,7.302149033973044,1.022665074717283,7.866995893403957e-08,0.047736262663838416,residual,2.326341149472306e-16,6.387929564353266e-07,3.6662903532026344e-12
train,379,6,23414.03799546546,32.07758028840999,1.0449084520749108,1.1072926632615523e-07,0.181547392394,residual,1.3322676295501878e-15,6.852727807915876e-07,3.637978807091713e-12
train,380,6,19069.698590276676,19.277371993317956,0.9501667518017686,6.875701577120292e-08,0.13235286378749017,residual,6.661338147750939e-16,1.197374293481898e-06,1.195875299068326e-11
train,381,8,17784.09660198039,25.690789073213082,1.0789738750694078,1.349160456787669e-07,0.2062058127985047,residual,1.1102230246251565e-15,1.9554434534754437e-06,4.3995484238431613e-11
train,382,4,28190.472460365556,21.923084722584015,0.9393505863624094,1.5975247451047347e-07,0.099002909989961,residual,2.6852712547870858e-15,5.26873533278303e-07,7.290154618149881e-12
train,383,4,22040.353131114738,5.020816875079522,0.9574421152512486,1.5789464965367218e-07,0.03271954335025408,residual,9.155133597044475e-16,9.773413200143927e-07,1.8749713606747085e-12
train,384,8,29307.459558429364,24.567219715504475,0.9270155569956203,1.3008903719016818e-07,0.10355235080094588,residual,6.6671180517865e-16,5.359997634978106e-07,7.499885442698834e-12
train,385,8,27139.7148038014,28.940854429836243,0.9255030569394008,5.5906642127038316e-08,0.12781547539516622,residual,9.155133597044475e-16,6.369567009551608e-07,1.4665161412810538e-11
train,386,8,17069.04575504709,15.281462081892604,0.9541674688818655,1.0206899327771594e-07,0.1206355306990878,residual,1.3426356273935429e-15,1.1743106283587794e-06,2.9390191470259243e-11
train,387,8,25002.483479418603,12.178109787202786,0.9020474847438821,1.1755361036988305e-07,0.0632160321484653,residual,1.0021117808169478e-15,7.262712220475801e-07,7.499885442698834e-12
train,388,8,29323.13090059853,8.444853962530997,1.003660878875611,1.9775278339086859e-07,0.042513321772648265,residual,2.808666774861361e-15,3.583821346319621e-07,1.626953582672133e-11
train,389,8,23731.633988064343,21.460692599605867,1.0866253005341677,1.2211773176347615e-07,0.13356274943238272,residual,1.000067707767975e-15,9.912978715751527e-07,1.8749713606747085e-11
train,390,6,27353.08339545872,25.27058841326497,0.979088039888353,1.424868745631134e-07,0.11999307232999806,residual,9.485749680535096e-16,8.163754073276187e-07,7.770726138294351e-12
train,391,8,26137.925293815293,16.141303033913815,1.0720856738086106,1.3297666272334933e-07,0.09300771122432445,residual,2.9790409838967277e-15,6.447868708339451e-07,1.5883642114725246e-11
train,392,4,21070.80841475413,16.025992706011756,0.9262851968984231,1.5994987622668282e-07,0.09904121634694696,residual,1.4043333874306805e-15,6.991071770565806e-07,1.9426815345735877e-12
train,393,8,23602.63343055141,30.044101270373286,0.9508114955894017,1.9650608970795499e-07,0.15559986742235746,residual,4.636427468134552e-15,1.1072074137517126e-06,3.2955851442226844e-11
train,394,4,18273.70410705223,13.050134302764103,0.9031260827262855,5.3741867095206185e-08,0.09231565190252092,residual,9.930136612989092e-16,2.118715571513341e-06,4.547473508864641e-12
train,395,8,17500.000797228873,11.212813709459539,0.997142858013619,1.9122889895674738e-07,0.092454037954859,residual,2.673771110915334e-15,1.3644666262107213e-06,5.4569682106375694e-12
train,396,8,22104.702513631593,33.72453438460767,1.029413681414506,7.745698863167498e-08,0.19695871491464514,residual,1.7772239894833365e-15,6.232002726167365e-07,2.2499656328096503e-11
train,397,4,19487.12777934812,8.092559351592488,1.0138229718772611,1.9580233110920714e-07,0.062050795205553566,residual,1.9860273225978185e-15,1.378671100062536e-06,1.0289757937229989e-11
train,398,4,21789.39156041594,26.473268278703372,0.937511890644374,1.5828533073749708e-07,0.1499255794129678,residual,9.155133597044475e-16,6.673940078939868e-07,4.320099833421409e-12
train,399,8,23824.535032879103,12.753759932486378,1.0724394705007727,1.2537230530986955e-07,0.08231812048233932,residual,4.119810118670014e-15,6.767934837950606e-07,1.4805501083264704e-11
train,400,8,23076.041015090937,5.575131923851758,1.0224383264848587,1.2153028086582968e-07,0.036939572012613,residual,1.2560739669470201e-15,7.582010957717633e-07,1.4805501083264704e-11
train,401,8,23914.156770574617,18.089445849103058,0.9000000374366418,9.50527706504508e-08,0.09450186222715057,residual,1.9860273225978185e-15,8.050261069500152e-07,2.255588117339681e-11
train,402,8,16707.61740949856,15.281218550414584,1.0243092160069796,1.198928843349588e-07,0.1323031411400314,residual,4.6840360722841785e-15,2.172854593927789e-06,3.8543694427820976e-11
train,403,8,17105.903242826334,9.556787355293697,1.0695855110927348,5.621346362591272e-08,0.08731997915761779,residual,2.5121479338940403e-15,1.1628656845065896e-06,4.3807065881236834e-11
train,404,6,17836.39949654304,34.42027767879206,1.016588957477519,1.5584554115959322e-07,0.24485328907035606,residual,1.4217791915866692e-15,1.6191677246638211e-06,1.4805501083264704e-11
train,405,6,17571.974199364435,12.329526685005568,1.0175844303858028,1.8564256588166466e-07,0.10263733824698565,residual,1.8971499361070192e-15,2.1357705605835272e-06,9.097788744721837e-12
train,406,6,24966.371988332423,33.87173333735251,1.0724780816327708,1.662999269999279e-07,0.18228760193280183,residual,1.9860273225978185e-15,7.619810187884329e-07,1.0289757937229989e-11
train,407,8,15319.523375545024,31.776808973091757,1.058768679482224,1.0003766732419395e-07,0.2790838868612095,residual,4.528839093602941e-15,2.196617981450896e-06,1.546140993013978e-11
train,408,6,19166.278508852964,14.664407111277146,0.9199224623683355,1.690060522806311e-07,0.09976926753873355,residual,2.3914935841127266e-15,1.1971616687060708e-06,9.106308604942016e-12
train,409,4,27128.736606561382,7.086424610750582,1.0361024304612845,1.2323236538095654e-07,0.04012193542816914,residual,7.108895957933346e-16,7.839099752946761e-07,6.3175521015408794e-12
train,410,4,27192.4057073251,5.612509977332371,0.9317241058916818,6.339559412527095e-08,0.028751773768927964,residual,1.1102230246251565e-15,5.986802933416111e-07,1.8331451766013172e-12
train,411,6,27847.663007428695,13.597212860839893,1.072464031413308,1.3760915713772548e-07,0.07470625439424487,residual,1.4043333874306805e-15,5.8955707874214e-07,7.941821057362623e-12
train,412,6,19279.307009844226,17.217207972968428,1.0295917167668893,1.61185157543016e-07,0.1283208797458491,residual,1.9860273225978185e-15,9.871557165081553e-07,1.3116919128020489e-11
train,413,8,22926.032630021204,18.55032029607164,0.9320837125298216,1.2673624964568129e-07,0.10439197217438653,residual,9.930136612989092e-16,1.1266778261031013e-06,1.5116502380437543e-11
train,414,6,20769.92222280229,24.039014700459806,0.9861365844900282,1.8384668436990626e-07,0.15261152177501097,residual,1.4043333874306805e-15,1.2409575721198671e-06,1.4580309236299762e-11
train,415,4,29422.79957460083,9.16189186976315,1.0919537400137278,7.258803689896873e-08,0.04980152605997561,residual,1.2560739669470201e-15,5.06270498751027e-07,1.9426815345735877e-12
train,416,4,27755.367402620926,15.88382406980895,0.9929907125411364,1.8173943278896674e-07,0.07995712172408566,residual,4.440892098500626e-16,5.632509236109386e-07,5.503033075609345e-12
train,417,4,26250.048562914653,20.174624285759922,1.0715324738994656,1.3744796928623252e-07,0.11284411237322128,residual,1.88411095042053e-15,8.551584666126428e-07,3.6662903532026344e-12
train,418,4,21423.57553817571,6.432743560493954,1.0180846289806316,1.0212377223341629e-07,0.045489215989676875,residual,1.350644602892852e-15,1.1246518611981953e-06,7.275957614183426e-12
train,419,4,23093.75304944415,17.43803126158151,0.9926058534518232,5.292602958743844e-08,0.10446028482717133,residual,1.790180836524724e-15,9.66297888548995e-07,9.118409074625759e-12
train,420,6,22053.209506574938,34.61626454922702,0.9065516699433527,7.543105417762569e-08,0.1773655510379285,residual,1.3732700395566713e-15,1.1749332996555429e-06,7.770726138294351e-12
